,institution,school_name,city,institution_state,degree_level,degree_type,grad_cohort,grad_cohort_years,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count
538,497200,Galveston College,Galveston,TX,2,Certificate 1-2 years,0,5,29474.0,40449.0,51813.0,436.0,36043.0,48767.0,67092.0,266.0,42203.0,56979.0,75863.0,111.0,1008.0,404.0,147.0
539,497200,Galveston College,Galveston,TX,3,Associates,0,5,27236.0,46930.0,64368.0,1834.0,38979.0,56362.0,75432.0,1317.0,46760.0,63074.0,81846.0,578.0,2703.0,1615.0,751.0
558,679100,SUNY College at Purchase,Purchase,NY,7,Masters,0,5,19891.0,30359.0,45919.0,252.0,27444.0,48237.0,70247.0,195.0,42402.0,56544.0,79088.0,59.0,715.0,482.0,218.0
561,702200,CUNY Lehman College,Bronx,NY,7,Masters,0,5,49063.0,67728.0,81898.0,8650.0,61587.0,83064.0,98316.0,5254.0,73096.0,94623.0,112538.0,2252.0,10059.0,6441.0,2925.0
571,727300,CUNY Bernard M. Baruch College,New York,NY,7,Masters,0,5,53805.0,72879.0,100908.0,12485.0,71710.0,98150.0,136122.0,6979.0,82112.0,117624.0,164495.0,2689.0,19492.0,11745.0,4889.0
573,728700,Brazosport College,Lake Jackson,TX,2,Certificate 1-2 years,0,5,32003.0,37883.0,44523.0,111.0,39369.0,47427.0,57544.0,67.0,38649.0,51106.0,66315.0,31.0,140.0,93.0,42.0
590,850400,Richland College,Dallas,TX,2,Certificate 1-2 years,0,5,21728.0,31567.0,50022.0,186.0,31531.0,48342.0,77760.0,161.0,37517.0,53045.0,114446.0,77.0,1586.0,1285.0,906.0
595,851000,Eastfield College,Mesquite,TX,3,Associates,0,5,21788.0,31266.0,44830.0,4379.0,31521.0,44352.0,58211.0,2779.0,37417.0,51385.0,70099.0,1273.0,7710.0,3806.0,1709.0
596,861100,"CUNY, Hostos Community College",Bronx,NY,2,Certificate 1-2 years,0,5,28312.0,41725.0,53462.0,194.0,45778.0,55026.0,75927.0,166.0,47963.0,72984.0,97071.0,81.0,299.0,220.0,91.0
601,916300,San Antonio College,San Antonio,TX,1,Certificate < 1 year,0,5,21837.0,31206.0,42094.0,4414.0,24917.0,36433.0,48686.0,2558.0,26292.0,37980.0,58898.0,896.0,5984.0,3715.0,1460.0
613,965100,Texas A&M International University,Laredo,TX,7,Masters,0,5,41729.0,52292.0,64078.0,2579.0,50420.0,61767.0,75053.0,1636.0,55348.0,69128.0,88559.0,640.0,3633.0,2372.0,879.0
616,974100,University of Texas at Dallas,Richardson,TX,7,Masters,0,5,51382.0,71216.0,98169.0,16247.0,65283.0,92393.0,126635.0,9575.0,75420.0,109524.0,154790.0,4321.0,26892.0,14084.0,6461.0
617,974100,University of Texas at Dallas,Richardson,TX,17,Doctoral - Research/Scholarship,0,5,55471.0,84251.0,119656.0,1250.0,61863.0,91992.0,129720.0,697.0,60027.0,97071.0,144240.0,216.0,1923.0,1044.0,357.0
621,976800,University of North Texas Health Science Center at Fort Worth,Fort Worth,TX,7,Masters,0,5,36611.0,53403.0,80938.0,1671.0,51342.0,68492.0,103078.0,934.0,67884.0,97686.0,160423.0,348.0,2970.0,1260.0,424.0
622,976800,University of North Texas Health Science Center at Fort Worth,Fort Worth,TX,17,Doctoral - Research/Scholarship,0,5,39034.0,48667.0,66750.0,234.0,54609.0,83388.0,117978.0,144.0,80226.0,118465.0,201545.0,60.0,262.0,172.0,75.0
623,976800,University of North Texas Health Science Center at Fort Worth,Fort Worth,TX,18,Doctoral - Professional Practice,0,5,45273.0,51803.0,57577.0,2026.0,78239.0,153718.0,218267.0,942.0,149331.0,219083.0,374660.0,447.0,2236.0,1203.0,556.0
631,992900,SUNY College of Optometry,New York,NY,18,Doctoral - Professional Practice,0,5,43838.0,63440.0,87333.0,629.0,58943.0,91617.0,114223.0,360.0,56189.0,85760.0,125388.0,127.0,1040.0,681.0,335.0
633,993000,University of Texas of the Permian Basin,Odessa,TX,7,Masters,0,5,44701.0,52930.0,67863.0,1563.0,48835.0,58607.0,75211.0,969.0,53521.0,64538.0,86638.0,392.0,2069.0,1152.0,498.0
638,1001900,University of Texas Southwestern Medical Center (The),Dallas,TX,7,Masters,0,5,50787.0,71245.0,99102.0,1023.0,57995.0,83780.0,111123.0,615.0,59060.0,84653.0,109763.0,235.0,1211.0,772.0,321.0
639,1001900,University of Texas Southwestern Medical Center (The),Dallas,TX,17,Doctoral - Research/Scholarship,0,5,42515.0,49605.0,62012.0,696.0,57370.0,80964.0,115123.0,458.0,79205.0,113553.0,174848.0,189.0,1132.0,680.0,247.0
644,1006000,Vernon College,Vernon,TX,2,Certificate 1-2 years,0,5,27738.0,35416.0,44007.0,161.0,33103.0,42433.0,56979.0,106.0,35416.0,52107.0,76433.0,36.0,822.0,668.0,547.0
646,1009700,CUNY Medgar Evers College,Brooklyn,NY,2,Certificate 1-2 years,0,5,29043.0,41645.0,52923.0,267.0,40896.0,51690.0,65320.0,192.0,42682.0,64990.0,89080.0,88.0,395.0,261.0,120.0
650,1011500,University of Texas at San Antonio,San Antonio,TX,7,Masters,0,5,41281.0,52661.0,69254.0,9535.0,48350.0,61053.0,85337.0,6066.0,52173.0,68255.0,102198.0,2546.0,13871.0,8064.0,3531.0
655,1028600,SUNY Empire State College,Saratoga Springs,NY,7,Masters,0,5,44993.0,59797.0,81892.0,1467.0,49176.0,66707.0,92863.0,749.0,49814.0,70605.0,95073.0,201.0,1925.0,1103.0,465.0
659,1038700,El Paso County Community College District,El Paso,TX,1,Certificate < 1 year,0,5,19323.0,27770.0,44064.0,3241.0,21811.0,33058.0,52631.0,1983.0,25527.0,40147.0,68883.0,971.0,6322.0,3151.0,1390.0
663,1063300,Houston Community College,Houston,TX,2,Certificate 1-2 years,0,5,25347.0,35678.0,47947.0,710.0,37208.0,49244.0,67765.0,414.0,44802.0,64344.0,83251.0,275.0,2991.0,1750.0,792.0
666,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,5,Baccalaureate,0,3,49103.0,60448.0,73362.0,7465.0,53537.0,69168.0,88401.0,4934.0,55721.0,77225.0,103184.0,1466.0,8402.0,5375.0,1678.0
667,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,7,Masters,0,5,51649.0,67586.0,90533.0,3722.0,57839.0,77671.0,103060.0,1896.0,60072.0,84722.0,109721.0,745.0,4168.0,2154.0,850.0
668,1067400,Texas Tech University Health Sciences Center,Lubbock,TX,17,Doctoral - Research/Scholarship,0,5,48579.0,84886.0,121759.0,278.0,54192.0,84100.0,113602.0,111.0,96183.0,123314.0,154192.0,40.0,540.0,297.0,68.0
673,1114500,Lone Star College System,Houston,TX,2,Certificate 1-2 years,0,5,26817.0,35799.0,44649.0,1441.0,39077.0,55529.0,70759.0,1028.0,47064.0,66847.0,84474.0,353.0,3298.0,1945.0,841.0
678,1116100,Texas A&M University - Corpus Christi,Corpus Christi,TX,17,Doctoral - Research/Scholarship,0,5,55108.0,69140.0,85391.0,275.0,64196.0,77431.0,95249.0,152.0,66981.0,85760.0,108426.0,43.0,289.0,154.0,42.0
680,1116300,University of Texas at Tyler,Tyler,TX,7,Masters,0,5,42575.0,55754.0,76243.0,3223.0,48854.0,63550.0,87072.0,1588.0,50666.0,65170.0,93125.0,595.0,4565.0,2041.0,898.0
683,1167800,State University of New York Polytechnic Institute,Utica,NY,7,Masters,0,5,48192.0,67646.0,88460.0,1530.0,59664.0,79021.0,104655.0,829.0,62756.0,87127.0,116419.0,365.0,1954.0,1116.0,512.0
688,1201500,Austin Community College,Austin,TX,2,Certificate 1-2 years,0,5,29645.0,38050.0,47775.0,975.0,38837.0,50335.0,62100.0,589.0,44426.0,56716.0,73271.0,293.0,1900.0,950.0,448.0
694,1323100,University of Houston - Victoria,Victoria,TX,7,Masters,0,5,47084.0,61075.0,83281.0,4110.0,54356.0,69057.0,98183.0,2294.0,59268.0,76168.0,112967.0,974.0,4880.0,2746.0,1176.0
715,2348500,Lamar State College - Port Arthur,Port Arthur,TX,2,Certificate 1-2 years,0,5,23588.0,30588.0,38823.0,906.0,32522.0,43207.0,57712.0,654.0,39234.0,51869.0,70192.0,273.0,1152.0,804.0,382.0
724,2555400,University of Texas M.D. Anderson Cancer Center,Houston,TX,5,Baccalaureate,0,3,46330.0,57403.0,70529.0,791.0,59576.0,72431.0,91650.0,453.0,70235.0,89564.0,103078.0,47.0,1163.0,717.0,177.0
726,3064600,Texas Southmost College,Brownsville,TX,7,Masters,0,5,46404.0,53355.0,62415.0,2255.0,50505.0,57808.0,68306.0,1470.0,53563.0,60503.0,72092.0,636.0,2926.0,1681.0,787.0
729,3103400,South Texas College,McAllen,TX,2,Certificate 1-2 years,0,5,30303.0,40967.0,53760.0,1308.0,40619.0,53564.0,69455.0,968.0,42868.0,54996.0,73666.0,339.0,1843.0,1006.0,352.0
732,3170300,Texas A & M University - Texarkana,Texarkana,TX,5,Baccalaureate,0,3,24132.0,32868.0,42765.0,2984.0,32750.0,40315.0,52490.0,2369.0,35351.0,45125.0,59124.0,720.0,4704.0,3666.0,1617.0
734,3191300,CUNY School of Law '(The)',Long Island City,NY,18,Doctoral - Professional Practice,0,5,36091.0,48397.0,62165.0,1186.0,54991.0,69516.0,89746.0,864.0,56203.0,79306.0,101692.0,336.0,1921.0,1270.0,637.0
753,134500,Adams State University,Alamosa,CO,7,Masters,0,5,37420.0,45979.0,54627.0,1646.0,40140.0,49906.0,60584.0,1262.0,43911.0,52868.0,65831.0,666.0,1989.0,1537.0,818.0
755,134500,Adams State University,Alamosa,CO,5,Baccalaureate,0,3,19715.0,25510.0,32272.0,117.0,26442.0,34814.0,43922.0,104.0,26121.0,38721.0,52524.0,42.0,204.0,165.0,89.0
756,134500,Adams State University,Alamosa,CO,3,Associates,0,5,15404.0,21508.0,29103.0,219.0,25721.0,33423.0,49730.0,147.0,31012.0,43798.0,64121.0,85.0,886.0,253.0,126.0
757,134500,Adams State University,Alamosa,CO,5,Baccalaureate,0,3,21052.0,28581.0,35666.0,644.0,27726.0,34331.0,41931.0,523.0,30383.0,38230.0,46820.0,218.0,1058.0,827.0,373.0
759,134500,Adams State University,Alamosa,CO,5,Baccalaureate,0,3,16885.0,24773.0,33125.0,93.0,30481.0,40140.0,50981.0,93.0,44356.0,55512.0,66648.0,50.0,219.0,180.0,102.0
761,134500,Adams State University,Alamosa,CO,5,Baccalaureate,0,3,19358.0,26055.0,34111.0,186.0,30707.0,39369.0,49814.0,210.0,30363.0,42495.0,53827.0,105.0,391.0,300.0,168.0
762,134500,Adams State University,Alamosa,CO,5,Baccalaureate,0,3,18982.0,30167.0,40635.0,91.0,31205.0,41193.0,53914.0,57.0,34633.0,46087.0,79278.0,41.0,174.0,124.0,60.0
764,134500,Adams State University,Alamosa,CO,7,Masters,0,5,31761.0,39941.0,48218.0,782.0,36863.0,46254.0,55005.0,428.0,41394.0,50506.0,60984.0,163.0,1167.0,564.0,235.0
766,134500,Adams State University,Alamosa,CO,5,Baccalaureate,0,3,17076.0,22818.0,32171.0,195.0,23571.0,35701.0,46087.0,172.0,29564.0,46156.0,52375.0,81.0,407.0,309.0,133.0
780,134600,Arapahoe Community College,Littleton,CO,3,Associates,0,5,26832.0,37588.0,51412.0,373.0,35311.0,47711.0,59834.0,215.0,39489.0,52941.0,66722.0,88.0,477.0,283.0,116.0
788,134600,Arapahoe Community College,Littleton,CO,2,Certificate 1-2 years,0,5,31353.0,39677.0,52540.0,327.0,35661.0,50279.0,64642.0,169.0,34259.0,46589.0,59858.0,61.0,467.0,237.0,89.0
789,134600,Arapahoe Community College,Littleton,CO,3,Associates,0,5,27822.0,35004.0,46233.0,190.0,31660.0,40821.0,54835.0,118.0,34882.0,48198.0,65052.0,65.0,290.0,193.0,101.0
790,134600,Arapahoe Community College,Littleton,CO,3,Associates,0,5,20205.0,29503.0,45249.0,1476.0,26269.0,38353.0,54319.0,1104.0,32238.0,48041.0,67831.0,470.0,3213.0,1694.0,774.0
802,134600,Arapahoe Community College,Littleton,CO,3,Associates,0,5,22876.0,29290.0,39432.0,164.0,29685.0,42235.0,52858.0,94.0,39009.0,52941.0,67313.0,40.0,252.0,122.0,46.0
806,134600,Arapahoe Community College,Littleton,CO,1,Certificate < 1 year,0,5,19410.0,26460.0,36029.0,1920.0,26235.0,36717.0,52293.0,1230.0,33712.0,46908.0,65362.0,237.0,3591.0,1674.0,223.0
811,134600,Arapahoe Community College,Littleton,CO,3,Associates,0,5,27473.0,37821.0,49800.0,331.0,32671.0,42884.0,57175.0,256.0,36848.0,50231.0,70642.0,164.0,550.0,399.0,259.0
816,134800,Colorado School of Mines,Golden,CO,7,Masters,0,5,53358.0,69546.0,91591.0,1298.0,68201.0,88440.0,120549.0,820.0,70192.0,99951.0,136543.0,271.0,2261.0,1184.0,455.0
817,134800,Colorado School of Mines,Golden,CO,17,Doctoral - Research/Scholarship,0,5,61046.0,84179.0,118754.0,301.0,83961.0,108532.0,152467.0,183.0,93742.0,134032.0,185657.0,71.0,563.0,293.0,157.0
819,134800,Colorado School of Mines,Golden,CO,5,Baccalaureate,0,3,41528.0,56234.0,70143.0,501.0,61847.0,80308.0,99693.0,465.0,75634.0,99735.0,130182.0,246.0,755.0,621.0,350.0
824,134800,Colorado School of Mines,Golden,CO,5,Baccalaureate,0,3,28115.0,38829.0,50856.0,101.0,46422.0,56505.0,67230.0,69.0,47260.0,71688.0,97071.0,34.0,229.0,158.0,65.0
825,134800,Colorado School of Mines,Golden,CO,7,Masters,0,5,46673.0,67646.0,109127.0,257.0,61020.0,97959.0,162463.0,152.0,80669.0,154192.0,278981.0,61.0,515.0,289.0,136.0
827,134800,Colorado School of Mines,Golden,CO,5,Baccalaureate,0,3,34978.0,52941.0,69754.0,190.0,55443.0,78962.0,99228.0,208.0,64358.0,102600.0,129919.0,108.0,311.0,282.0,157.0
828,134800,Colorado School of Mines,Golden,CO,7,Masters,0,5,48823.0,69469.0,94817.0,200.0,74881.0,99325.0,128606.0,121.0,93076.0,138553.0,193712.0,78.0,460.0,298.0,202.0
831,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,20578.0,27865.0,37022.0,1671.0,32050.0,42829.0,56249.0,1492.0,39016.0,52338.0,74861.0,679.0,2548.0,2085.0,1081.0
832,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,26880.0,41725.0,58898.0,78.0,38289.0,54609.0,81702.0,70.0,51571.0,63377.0,80964.0,39.0,127.0,91.0,52.0
833,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,21909.0,30092.0,36900.0,527.0,30309.0,38131.0,46425.0,369.0,30529.0,39909.0,51690.0,93.0,814.0,547.0,178.0
834,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,34752.0,43495.0,54463.0,3522.0,40931.0,50535.0,64142.0,2264.0,44951.0,56234.0,71296.0,1232.0,4490.0,2968.0,1757.0
835,134900,University of Northern Colorado,Greeley,CO,17,Doctoral - Research/Scholarship,0,5,50105.0,65188.0,82269.0,192.0,59350.0,75168.0,94408.0,146.0,65131.0,80226.0,99735.0,68.0,387.0,260.0,155.0
842,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,19204.0,25833.0,34338.0,623.0,27467.0,36280.0,46869.0,542.0,31950.0,43612.0,57168.0,254.0,1032.0,862.0,449.0
844,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,19637.0,26112.0,34583.0,380.0,31435.0,41317.0,56515.0,366.0,38829.0,56693.0,80628.0,182.0,710.0,575.0,292.0
847,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,25864.0,33580.0,40379.0,380.0,36329.0,44579.0,57643.0,312.0,41140.0,51482.0,68270.0,153.0,574.0,458.0,257.0
848,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,43030.0,51134.0,60585.0,105.0,43798.0,53775.0,68201.0,68.0,50231.0,60878.0,76433.0,30.0,145.0,80.0,29.0
853,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,19059.0,25512.0,33561.0,1431.0,29399.0,39247.0,51526.0,1215.0,35327.0,47589.0,64297.0,531.0,2267.0,1721.0,864.0
854,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,27487.0,37370.0,51463.0,523.0,41203.0,51482.0,65399.0,361.0,48600.0,65281.0,80542.0,126.0,725.0,433.0,123.0
856,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,19929.0,26086.0,35653.0,64.0,25629.0,34847.0,42961.0,55.0,41193.0,49605.0,90856.0,34.0,154.0,118.0,52.0
857,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,21155.0,29123.0,38177.0,421.0,33993.0,45822.0,60335.0,346.0,38896.0,54109.0,77737.0,173.0,798.0,605.0,319.0
860,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,19361.0,25843.0,33862.0,1313.0,28325.0,37844.0,47976.0,1154.0,33944.0,46193.0,60732.0,538.0,2119.0,1689.0,888.0
861,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,31998.0,41450.0,52136.0,884.0,35905.0,49157.0,62731.0,583.0,42123.0,56000.0,70975.0,317.0,1071.0,681.0,367.0
862,134900,University of Northern Colorado,Greeley,CO,17,Doctoral - Research/Scholarship,0,5,38198.0,51012.0,61974.0,135.0,49962.0,64990.0,84653.0,90.0,59688.0,76433.0,100404.0,43.0,221.0,134.0,69.0
868,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,17806.0,23252.0,31575.0,1207.0,24044.0,33069.0,44181.0,1099.0,27336.0,42055.0,55161.0,501.0,2254.0,1825.0,909.0
869,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,26187.0,39099.0,53454.0,280.0,33779.0,48198.0,61330.0,153.0,36452.0,49270.0,61367.0,83.0,523.0,295.0,155.0
870,134900,University of Northern Colorado,Greeley,CO,17,Doctoral - Research/Scholarship,0,5,41362.0,54109.0,63681.0,81.0,54835.0,62409.0,71731.0,62.0,58673.0,65651.0,77618.0,35.0,122.0,90.0,58.0
872,134900,University of Northern Colorado,Greeley,CO,7,Masters,0,5,38289.0,50008.0,64420.0,820.0,42821.0,57025.0,74275.0,576.0,45500.0,63952.0,86168.0,265.0,1021.0,717.0,377.0
874,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,27887.0,37118.0,46936.0,2711.0,40647.0,53130.0,69513.0,2339.0,49008.0,65760.0,92574.0,1059.0,3764.0,3187.0,1660.0
876,134900,University of Northern Colorado,Greeley,CO,5,Baccalaureate,0,3,19367.0,25335.0,33739.0,580.0,28090.0,39019.0,48570.0,497.0,37073.0,48068.0,60640.0,225.0,959.0,783.0,367.0
879,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,33423.0,45054.0,55703.0,598.0,38996.0,54863.0,72054.0,401.0,43519.0,64358.0,92410.0,190.0,1101.0,613.0,313.0
880,135000,Colorado State University,Fort Collins,CO,17,Doctoral - Research/Scholarship,0,5,41379.0,66648.0,88158.0,129.0,61516.0,78329.0,108808.0,106.0,80964.0,98974.0,146451.0,37.0,270.0,171.0,84.0
881,135000,Colorado State University,Fort Collins,CO,18,Doctoral - Professional Practice,0,5,38822.0,56093.0,73212.0,1509.0,57516.0,77589.0,100862.0,1003.0,59214.0,82104.0,114768.0,472.0,1976.0,1307.0,651.0
883,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,30870.0,43213.0,54609.0,228.0,44170.0,52107.0,59666.0,152.0,44542.0,62508.0,80669.0,63.0,487.0,272.0,129.0
885,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,27557.0,39549.0,47561.0,257.0,37148.0,47865.0,59310.0,209.0,44468.0,58943.0,81702.0,90.0,380.0,315.0,157.0
889,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,20690.0,28181.0,36359.0,2245.0,32527.0,43857.0,57197.0,1728.0,40531.0,55512.0,75078.0,563.0,3451.0,2440.0,946.0
890,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,35289.0,49709.0,64174.0,217.0,49675.0,62756.0,83270.0,157.0,51482.0,76974.0,104935.0,94.0,332.0,238.0,148.0
892,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,41498.0,56339.0,71312.0,803.0,61888.0,77113.0,94577.0,658.0,77381.0,95529.0,122309.0,332.0,1203.0,900.0,514.0
893,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,66838.0,86263.0,113309.0,418.0,82309.0,103849.0,133278.0,272.0,96539.0,122038.0,156906.0,142.0,689.0,373.0,170.0
896,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,35234.0,45744.0,61265.0,1550.0,41810.0,53021.0,71298.0,1058.0,46568.0,60789.0,79902.0,459.0,2189.0,1351.0,622.0
897,135000,Colorado State University,Fort Collins,CO,17,Doctoral - Research/Scholarship,0,5,53621.0,71328.0,97071.0,377.0,63583.0,84400.0,106540.0,235.0,63749.0,89524.0,111587.0,85.0,495.0,306.0,112.0
898,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,40547.0,54697.0,67715.0,2519.0,56399.0,70644.0,86773.0,2214.0,67884.0,88729.0,112151.0,1048.0,4104.0,3097.0,1591.0
899,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,52297.0,66204.0,84144.0,878.0,66164.0,83457.0,106107.0,606.0,84346.0,104485.0,131821.0,311.0,1535.0,889.0,450.0
900,135000,Colorado State University,Fort Collins,CO,17,Doctoral - Research/Scholarship,0,5,49761.0,74536.0,98403.0,214.0,78962.0,101645.0,125799.0,126.0,82440.0,104935.0,148979.0,53.0,422.0,251.0,113.0
901,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,44577.0,54814.0,65320.0,2040.0,56121.0,71058.0,88315.0,1698.0,64312.0,84449.0,108092.0,562.0,2570.0,2196.0,836.0
902,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,42868.0,62304.0,77381.0,117.0,50856.0,80907.0,97686.0,90.0,64493.0,92632.0,134761.0,48.0,181.0,117.0,55.0
903,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,19136.0,25488.0,33496.0,406.0,29902.0,40017.0,53966.0,370.0,34393.0,46757.0,63377.0,123.0,869.0,651.0,249.0
906,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,27288.0,37712.0,47635.0,302.0,34793.0,48883.0,65155.0,230.0,33192.0,48139.0,65769.0,85.0,596.0,371.0,174.0
908,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,19168.0,26866.0,35935.0,1753.0,29399.0,40745.0,53762.0,1626.0,37108.0,51126.0,69513.0,741.0,2907.0,2544.0,1387.0
909,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,24910.0,36213.0,46823.0,438.0,32113.0,44311.0,58017.0,334.0,41326.0,52482.0,66907.0,155.0,797.0,521.0,257.0
910,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,19894.0,28090.0,39715.0,1111.0,28108.0,41102.0,57278.0,1056.0,34615.0,48707.0,69495.0,462.0,2019.0,1768.0,928.0
911,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,18500.0,24852.0,33743.0,2432.0,29324.0,41578.0,57053.0,2094.0,42850.0,59162.0,91099.0,1021.0,5288.0,3868.0,1728.0
912,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,24887.0,35222.0,48228.0,598.0,37178.0,50276.0,68827.0,483.0,50802.0,72639.0,107694.0,302.0,1408.0,869.0,465.0
913,135000,Colorado State University,Fort Collins,CO,17,Doctoral - Research/Scholarship,0,5,37896.0,45213.0,56484.0,324.0,47650.0,61337.0,87387.0,253.0,68241.0,86696.0,123952.0,119.0,610.0,379.0,171.0
914,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,25624.0,35282.0,45811.0,355.0,37568.0,50558.0,71640.0,288.0,45554.0,63005.0,79278.0,122.0,645.0,462.0,219.0
915,135000,Colorado State University,Fort Collins,CO,7,Masters,0,5,41441.0,55693.0,78540.0,136.0,52941.0,67646.0,92124.0,140.0,53179.0,76433.0,138208.0,72.0,341.0,219.0,96.0
919,135000,Colorado State University,Fort Collins,CO,5,Baccalaureate,0,3,18080.0,24165.0,33101.0,2420.0,30026.0,42132.0,57154.0,2008.0,37287.0,51580.0,71948.0,851.0,4365.0,3259.0,1497.0
